Om,n,beta,H0,log_posterior
0.2615242821494577,0.3111365820381112,0.6065348747331073,68.14850577479375,-20.457399084284628
0.28043241915335226,0.11460264552052515,0.11639531661115195,68.95181099347144,-14.357458641870858
0.30568476880091566,0.13041921656824632,0.05564295415670262,67.69102606134014,-15.358887994043355
0.2783512598535937,0.4368579442158786,0.30076357446266505,65.94585758165653,-16.881494762995526
0.29588242742094384,0.28258413421067763,0.7273839156321678,68.22402447987334,-14.73658709020435
0.2892888243493615,0.20222292605261896,0.17960753079145564,67.68984385759116,-15.002778527074469
0.2513467255044426,0.32086230043861413,0.04501563668460018,66.36756769629548,-16.31555443391339
0.273123973597805,0.14303145472437254,0.06776743778503602,68.20418062052335,-15.103628549932226
0.27790516513387364,0.24964184950124724,0.5693671762519961,68.84513763955916,-15.445598512089388
0.26395500088434787,0.37031318273711744,0.5033253613167692,67.61011043963724,-16.644813185733277
0.29172137793946695,0.012836115881086407,0.16859250059889874,69.74489101728354,-15.08236798062234
0.31311600822810287,0.11467347832378832,0.1677878270613983,68.63354790720646,-17.18379006004485
0.26450798904155776,0.47491363630241495,0.6572104720262586,67.02688348040408,-16.663165640386445
0.27870589155873277,0.2539993116763432,0.5955553166084865,69.02720242206371,-15.601452967592197
0.3016174802940591,0.08540209410407026,0.682443930733923,70.49679706124829,-17.8829372239476
0.3096809758416919,0.030314172320908685,0.527598843325763,69.87702407632415,-15.779398865560754
0.3003372002106086,0.001152643047679619,0.28112579988020986,70.3107570951671,-15.652897023578065
0.3091897884834421,0.32239033900040154,0.3514260779396019,66.86763210175077,-15.817104477504849
0.2641865070376325,0.30329090919846696,0.9787382038065774,69.59080862854809,-18.201320056942667
0.2966937077057745,0.1324109264125008,0.5438934801457537,69.17263926356203,-15.811121868926392
0.2585564433269104,0.01107690568480113,0.25469758894269356,71.49827864212867,-19.561364895011394
0.2860033900229801,0.2027357845021212,0.42677799617412665,68.44358212820995,-16.33755806099505
0.29983217783657196,0.08037359554754198,0.35164076695255514,69.32776592308439,-15.07988600638414
0.2648801855936782,0.2050900431866473,0.039086806011308234,67.82814707421855,-14.774137063074296
0.2765692477472418,0.292788364299641,0.7613701905755335,68.67123568710052,-15.79566799165247
0.2749515073050857,0.12990149741948628,0.20704714451633896,69.10112586769151,-15.480579906167693
0.29314945631511985,0.09999244491114645,0.1319445441598855,68.62222421672689,-14.413638561272732
0.230926608200989,0.4027854114017635,0.1401823104778111,66.7933407478066,-19.323747222015065
0.3074892303358169,0.26107393784102306,0.9471081679568993,68.3024527299347,-15.126063721141001
0.29129848722449597,0.20209367152599328,0.06319924837673856,67.38487551008049,-15.374413842932727
0.24979168013634953,0.19348617481541708,0.020701653771114534,68.20059122830772,-15.020028051440077
0.295523237618126,0.23545033041772462,0.1370862229053769,66.9735845969941,-15.426277078365278
0.29760617325927785,0.19158874217143013,0.6500361649030173,69.73224153674768,-18.920450827431054
0.2581585012913098,0.5289554186948807,0.8588768147599828,66.97923203896985,-17.372100902410804
0.2736449631803308,0.1184785515856366,0.12906670151793428,69.01629980271761,-14.884033752482908
0.29367214050597756,0.10738396922408319,0.0651814114394816,68.73916874735123,-16.109805278729894
0.2932689544999879,0.4173914913956791,0.7613816816891545,66.77013681899261,-16.392983128832615
0.2808199208350958,0.39818725828611035,0.8396232990534049,68.10058186824968,-16.551930299016384
0.28812612386179026,0.35206289874664265,0.47627261595939047,67.20313913899119,-15.1888335611178
0.2942935884293501,0.1508143083108817,0.5943204943459994,69.53271114056467,-15.01980703247553
0.3097283592105319,0.018679612631973264,0.47874894589343686,70.07432639768567,-15.686253573256359
0.3125911174913353,0.22543296331978196,0.3624735211562652,67.87365884929585,-15.287309611902868
0.27788094963934573,0.21754515328775428,0.7166369819741758,69.59524286438737,-16.047988606765983
0.2724916464107733,0.08970950061590127,0.14811975748369566,69.53923517933924,-15.231347809773286
0.27874681157511183,0.07754324828496073,0.08768263759140482,69.45700402675791,-14.76153832933793
0.28076255923064497,0.25527531461502956,0.06624889509206139,67.15030316136716,-16.417705751159396
0.28886538490806835,0.040760202643598684,0.48988285057541875,70.74542357349507,-16.420578956470422
0.24229350902880098,0.2823143902447343,0.0836138653214702,67.33412448861783,-17.139411454385765
0.2873872822498182,0.37367483426821657,0.7140820268757727,67.35206728867938,-15.684686147049213
0.2634596764800269,0.11800655014828011,0.008338929067424436,68.87449501694293,-14.578308162615526
0.29666858850123384,0.08863361795222369,0.24704118920844798,68.9314947578045,-15.315694728092065
